exp_name,sigma_mean,sigma_variance,uncertainty_mean,uncertainty_variance,dc_distance,dc_correlation,dc_mean_change,bc_distance,bc_correlation,bc_mean_change,cc_distance,cc_correlation,cc_mean_change,ec_distance,ec_correlation,ec_mean_change
ER_100_0.2_0.1,1.1155391254778566,0.03385169908788402,9.126436983413745,5.027153709779892,0.02383838383838384,0.9956795679567957,0.11111111111111131,0.00031817635061974134,0.9758775877587759,0.03705583756345188,0.009254235525564624,0.9838103810381038,0.016604483046668245,0.0008878611841727421,0.9926192619261927,0.0008137093860698934
ER_100_0.2_0.2,1.0907870896195797,0.006008831274792577,15.197970281965704,10.319495815835904,0.04666666666666667,0.9998199819981998,0.21751412429378542,0.000557997270108867,0.9668166816681668,0.06852791878172586,0.017457106523543597,0.9883708370837083,0.031322547228596904,0.0009390893456594638,0.9912271227122712,0.0007362958639348905
ER_100_0.2_0.3,1.0680877673196263,0.0034526649436506917,19.848158955290444,16.17705964953444,0.0684848484848485,1.0,0.3192090395480226,0.0007939941306203048,0.9692169216921692,0.09746192893400987,0.025217738513528435,0.9827182718271827,0.045247120679656624,0.0011443465229897796,0.9895709570957095,0.0017160291738925412
ER_100_0.2_0.4,1.0472642944599044,0.0014867761058530223,23.69488872275239,22.761281233646525,0.08969696969696972,0.9996039603960396,0.4180790960451979,0.0010184702192480828,0.9607560756075607,0.12512690355329942,0.03285553164785872,0.9799699969997,0.058951289572117004,0.0011265331735748501,0.9874947494749475,0.0018017190201358143
ER_100_0.2_0.5,1.0238423588006185,0.0008995131562324095,26.883716153787415,29.73045313829529,0.10969696969696972,0.9989078907890789,0.5112994350282488,0.001221011000842725,0.9616321632163216,0.1500000000000001,0.03995418194955726,0.9792139213921393,0.07168809730336262,0.0011939602536564047,0.9896429642964296,0.0020711076958076415
ER_100_0.2_0.6,1.0300904347274171,0.0008587961554156599,30.098806886935403,36.15459916062152,0.13232323232323234,0.9998799879987998,0.6167608286252357,0.0014558353280783058,0.9661566156615662,0.17918781725888333,0.048446381213322884,0.9822622262226223,0.08692529094454318,0.0013512629070458009,0.9808460846084609,0.0025834297004956887
ER_100_0.2_0.7,1.0301453776665044,0.000565546898610804,32.93903060662762,43.44841433231402,0.15454545454545457,0.999015901590159,0.720338983050848,0.0016831152030952485,0.9595439543954396,0.2071065989847716,0.05686371926229935,0.9794299429942994,0.10202816427710552,0.0014356653637846656,0.9829102910291029,0.0030046259777198768
ER_100_0.2_0.8,1.022278551425862,0.0005539259270871469,35.34304122655545,49.01995583985746,0.17515151515151517,0.9983558355835583,0.8163841807909605,0.0018933354666488625,0.9642124212421243,0.2329949238578679,0.06486622195113911,0.9783378337833784,0.11638671608407915,0.0016017126468603335,0.9853945394539454,0.0033378261451712274
ER_100_0.2_0.9,1.020514323703014,0.0007852908816379907,37.66703475312991,56.32461956956142,0.1967676767676768,0.9955835583558356,0.9171374764595106,0.002112966398680685,0.9631323132313231,0.26015228426395953,0.07353416082904676,0.9758175817581758,0.13193923187538104,0.001609044215768653,0.9829102910291029,0.0027161323735422366
ER_100_0.2_1.0,0.9973606719367589,0.0002138486960818009,39.3950124760825,62.49019534210701,0.21393939393939398,0.9971077107710771,0.997175141242938,0.002288188002473717,0.9598079807980798,0.28172588832487316,0.08061905379484324,0.9774857485748575,0.14465135540120272,0.0013581040491672464,0.9842304230423042,0.0025487945219635016
ER_100_0.3_0.1,1.1348912076596531,0.013741722130531068,14.041658145326789,6.205328106989358,0.03515151515151515,0.9951395139513951,0.11306042884990236,0.00036388472847991135,0.992055205520552,0.05101143359718558,0.01272986358688108,0.9951395139513951,0.021483290132971643,0.0007669818800440956,0.9946594659465947,0.0007791300250596561
ER_100_0.3_0.2,1.0701891462352215,0.003131073007657151,22.47345938758968,12.696617697060407,0.06626262626262626,1.0,0.21312540610786238,0.0006761492475778189,0.9903630363036303,0.09615948402228068,0.024467585810198055,1.0,0.04129221348102821,0.0010232244154820607,0.9952955295529553,0.0014078161626545121
ER_100_0.3_0.3,1.0514703303419752,0.0014272132837659895,29.339205547550428,22.489630505660585,0.0977777777777778,0.9999279927992799,0.3144899285250163,0.0009977324263038547,0.9886348634863487,0.141893872764585,0.03687675337908187,0.9999279927992799,0.06223428763378854,0.0009857736573066788,0.9932793279327933,0.0012530408709718439
ER_100_0.3_0.4,1.0311717855953453,0.0006921178123759486,34.93797192544945,33.49441059306098,0.12808080808080807,0.9991719171917192,0.41195581546458737,0.0013069470212327353,0.9762136213621362,0.1858692465552624,0.04932374703899568,0.9991719171917192,0.08324019820417046,0.000873261458359373,0.9897749774977498,0.0008218106486896939
ER_100_0.3_0.5,1.0171099510764245,0.00042540663369334424,39.77613100080092,43.86668043178851,0.157979797979798,0.9998559855985598,0.5081221572449643,0.001612038754895898,0.9754095409540954,0.22925828202873055,0.062110069524001235,0.9998559855985598,0.10481877002501858,0.00091893408505382,0.988982898289829,0.0008835297927300276
